Yota様より(許可有り)

ItemID Name
AEEDB8EF ドンヨリーヌ 
37E4E955 うらやましろう
40E3D9C3 つまみぐいのすけ
DE874C60 ヒキコウモリ 
A9807CF6 トジコウモリ 
30892D4C ヤドコウモリ 
478E1DDA びんボーイ  
D731004B らくてん童  
A03630DD ネクラマテング
C0F1B938 ヨミテング  
B7F689AE ぎしんあん鬼 
2EFFD814 ガ鬼     
59F8E882 あまのじゃく 
C79C7D21 デビビル   
B09B4DB7 デビビラン  
29921C0D 虫歯伯爵   
5E952C9B ドケチング  
CE2A310A ヤミまろ   
B92D019C ツチノコ   
1375BC28 ツチノコパンダ
64728CBE フクリュウ  
FD7BDD04 りゅーくん  
8A7CED92 龍神     
14187831 青龍     
631F48A7 キライギョ  
FA16191D ゾウオ    
8D11298B ギャクジョウオ
1DAE341A ミチクサメ  
6AA9048C トーシロザメ 
0A6E8D69 ムダヅカイ  
7D69BDFF はらわシェル 
E460EC45 ナガバナ   
9367DCD3 ナガバナナ  
0D034970 しきるん蛇  
7A0479E6 まむし行司  
E30D285C すねスネーク 
940A18CA オロチ    
04B5055B 影オロチ   
73B235CD ブシニャン  
2143DEAA しゅらコマ  
5644EE3C イケメン犬  
CF4DBF86 花さか爺   
B84A8F10 山吹鬼    
262E1AB3 獅子まる   
51292A25 かたづ家来  
C8207B9F おこ武者   
BF274B09 おにぎり侍  
2F985698 あかなめ   
589F660E あかなめ・怪 
3858EFEB フユニャン  
4F5FDF7D 泥田坊    
D6568EC7 泥田坊・怪  
A151BE51 ブリー隊長  
3F352BF2 アライ魔将  
48321B64 万尾獅子   
D13B4ADE 焼きおに斬り 
A63C7A48 鬼食い    
368367D9 いのちとり  
4184574F さかさっ傘  
7719792C こえんら   
001E49BA 一旦ゴメン  
99171800 モノマネキン 
EE102896 Ｕ．Ｓ．Ｏ． 
7074BD35 メゾン・ドワスレ
07738DA3 えんらえんら 
9E7ADC19 えんらえんら・怪
E97DEC8F おでんじん  
79C2F11E あやまり倒し 
0EC5C188 うんがい三面鏡
6E02486D ぬえ     
190578FB 風魔猿    
800C2941 ドキ土器   
F70B19D7 うらや飯   
696F8C74 あせっか鬼  
1E68BCE2 雷蔵     
8761ED58 迷い車    
F066DDCE 泥ボックン  
60D9C05F プライ¥   
17DEF0C9 だっせんしゃ 
452F1BAE 百々目鬼   
32282B38 きらめ鬼   
AB217A82 肉くいおとこ 
DC264A14 ヒライ神   
4242DFB7 ガマンモス  
3545EF21 大ガマ    
AC4CBE9B 大やもり   
DB4B8E0D のっぺら坊  
4BF4939C 一つ目小僧  
3CF3A30A びきゃく   
5C342AEF ばくそく   
2B331A79 雨女     
B23A4BC3 つらがわり  
C53D7B55 おバク様   
5B59EEF6 河童     
2C5EDE60 水虎     
B5578FDA 河童・怪   
C250BF4C マスターニャーダ
52EFA2DD キズナメコ  
25E8924B から傘お化け 
DBAC3620 から傘お化け・怪
ACAB06B6 砂夫     
35A2570C どんちゃん  
42A5679A くだん    
DCC1F239 くだん・怪  
ABC6C2AF ざしきわらし 
32CF9315 ざしきわらし・怪
45C8A383 晴れ男    
D577BE12 ワカメ☆スター
A2708E84 キズナース  
C2B70761 大山砂夫   
B5B037F7 から傘魔人  
2CB9664D ざしきわら神 
5BBE56DB お金ナイダー 
C5DAC378 大くだん   
B2DDF3EE i麟     
2BD4A254 イッカク   
5CD392C2 化け草履   
CC6C8F53 ＴＥＴＳＵＹＡ
BB6BBFC5 かりパックン 
12B7D61F 草くいおとこ 
65B0E689 まてんし   
FCB9B733 ひとまか仙人 
8BBE87A5 りもこんかくし
15DA1206 ミツマタノヅチ
62DD2290 リー夫人   
FBD4732A ガブニャン  
8CD343BC ＫＡＮＴＥＴＳＵ
1C6C5E2D どんどろ   
6B6B6EBB けうけげん  
0BACE75E けうけげん・怪
7CABD7C8 認ＭＥＮ   
E5A28672 じがじぃさん 
92A5B6E4 花子さん   
0CC12347 のらりくらり 
7BC613D1 ぶんぶん鳥  
E2CF426B のぼせトンマン
95C872FD 爆音ならし  
05776F6C ふさふさん  
72705FFA 呪野花子   
2081B49D 土蜘     
5786840B 女郎蜘    
CE8FD5B1 ケマモン   
B988E527 ねちがえる  
27EC7084 からみぞん  
50EB4012 おともらし  
C9E211A8 おもいだスッポン
BEE5213E つられたろう丸
2E5A3CAF ムカムカデ  
595D0C39 にんぎょ   
399A85DC にんぎょ・怪 
4E9DB54A ろくろ首   
D794E4F0 ろくろ首・怪 
A093D466 ホリュウ   
3EF741C5 激ドラゴン  
49F07153 おもいだ神  
D0F920E9 こんがらギャル
A7FE107F 八百比丘尼  
37410DEE イザナミ   
40463D78 ネタバレリーナ
76DB131B うんちく魔  
01DC238D やまタン   
98D57237 厄怪     
EFD242A1 不怪     
71B6D702 豪怪     
06B1E794 難怪     
9FB8B62E 破怪     
E8BF86B8 ジコチュウ  
78009B29 アペリカン  
0F07ABBF ダークニャン 
6FC0225A ブチニャン  
18C712CC セバスチャン 
81CE4376 ロボニャンＦ型
F6C973E0 セーラーニャン
68ADE643 マスクドニャーン
1FAAD6D5 ジバコマ   
86A3876F ジンギスギスカン
F1A4B7F9 チンギスギスハン
611BAA68 寝ブタ    
161C9AFE ねぶた    
44ED7199 江戸っ子パンダ
33EA410F 大江戸忍者パンダ
AAE310B5 ひつま武士  
DDE42023 ひまつ武士  
4380B580 たこやっ鬼  
34878516 たこや鬼神  
AD8ED4AC 砂ン丘入道  
DA89E43A ノー砂ン丘入道
4A36F9AB すもうどん  
3D31C93D 横綱うどん  
5DF640D8 あっそう山  
2AF1704E あそっ火山  
B3F821F4 ウキウキビ  
C4FF1162 トキメキビ  
5A9B84C1 ロボガッパ  
2D9CB457 ロボコマ   
B495E5ED ロボＧ    
C392D57B ロボメン犬  
532DC8EA ロボノコ   
242AF87C ロボりゅーくん
DA6E5C17 メロンニャン 
AD696C81 ミカンニャン 
34603D3B キウイニャン 
43670DAD ブドウニャン 
DD03980E イチゴニャン 
AA04A898 スイカニャン 
330DF922 ジェットニャン
440AC9B4 ワンダーニャン
A84D0F23 おんみつ魂  
DF4A3FB5 スパルタ魂  
46436E0F ガード魂   
31445E99 ガード魂   
AF20CB3A かんつう魂  
D827FBAC ちょうはつ魂 
412EAA16 閃光魂    
36299A80 なめらかオイル魂
A6968711 こじらせ魂  
D191B787 れんごく魂  
B1563E62 大滝魂    
C6510EF4 雷神魂    
5F585F4E いん石魂   
285F6FD8 吹雪魂    
B63BFA7B 嵐魂     
58359B57 火の魂    
2F32ABC1 水の魂    
BF8DB650 雷の魂    
C88A86C6 土の魂    
9A7B6DA1 氷の魂    
ED7C5D37 風の魂    
74750C8D ヤミ魂    
03723C1B 黄泉魂    
9D16A9B8 ブロッカー魂 
EA11992E よびよせ魂  
7318C894 無の魂    
-食べ物/物/コインID    
8162B121 チョコボー  
6B85C07A うめおにぎり 
F28C91C0 たかなおにぎり
858BA156 いくらおにぎり
1BEF34F5 あいじょう天むす
6A47AA4D サンドイッチ 
F34EFBF7 クリームパン 
6D2A6E54 カレーパン  
8449CB61 フランスパン 
1A2D5EC2 アッカンベーグル
68011414 １０円ガム  
F10845AE ねりあめ   
860F7538 大きなえびせんべい
186BE09B ドロップ缶  
6F6CD00D かき氷    
F66581B7 りんごあめ  
69C37E23 牛乳     
F0CA2F99 コーヒー牛乳 
87CD1F0F フルーツ牛乳 
19A98AAC ぜっぴん牛乳 
6C8C68A6 ヨカコーラ  
F585391C 妖緑茶    
8282098A 栄妖ドリンク 
1CE69C29 ヨキシマムゴッド
6D4E0291 ハンバーガー 
F447532B チーズバーガー
834063BD ダブルバーガー
1D24F61E モグモグバーガー
6ECAD6FF カップラーメン
F7C38745 とんこつラーメン
80C4B7D3 チャーシューメン
1EA02270 スペシャルラーメン
659691C2 かっぱ巻き  
FC9FC078 エビ     
8B98F0EE いくら巻き  
15FC654D 大トロ    
6454FBF5 ぎょうざ   
FD5DAA4F レバニラ   
8A5A9AD9 カニ玉    
143E0F7A エビチリ   
63393FEC ヘルシーマーボー
D2FBCD28 にんじん   
4BF29C92 きゅうり   
3CF5AC04 たけのこ   
A29139A7 まつたけ   
D0BD7371 とりもも   
49B422CB 豚バラブロック
3EB3125D 牛タン    
A0D787FE 特上しもふり 
D17F1946 アジのひもの 
487648FC ブリの切り身 
3F71786A しんせんなウニ
A115EDC9 極上マグロ  
D4300FC3 チキンカレー 
4D395E79 マトンカレー 
3A3E6EEF シーフードカレー
A45AFB4C ナマステカレー
D35DCBDA 野菜ごろごろカレー
D5F265F4 チーズケーキ 
4CFB344E ショートケーキ
3BFC04D8 ロイヤルパンケーキ
A598917B 特大ジャンボパフェ
D29FA1ED わらびもち  
4B96F057 元祖まんじゅう
3C91C0C1 本家まんじゅう
D7B4DBAD ほっこりだいこん
4EBD8A17 味しみたまご 
39BABA81 やわらか牛スジ
A7DE2F22 極上のおでん 
D676B19A ざるそば   
DD2AF6A7 じゃがじゃがチップス
4423A71D バリうまスナック
3324978B どっさりチーズコーン
AD400228 雪かきピー  
8D447F63 ミニけいけんちだま
1320EAC0 小けいけんちだま
8A29BB7A 中けいけんちだま
FD2E8BEC 大けいけんちだま
634A1E4F 超けいけんちだま
144D2ED9 神けいけんちだま
17AD9672 スタミナム  
8EA4C7C8 スタミナムアルファ
10A43EAE 攻めの秘伝書 
89AD6F14 術の秘伝書  
FEAA5F82 ひっさつの秘伝書
1BF87993 まじめに生きる
82F12829 習得！カラテ講座
F5F618BF 応用！カラテ講座
6B928D1C ようじゅつ大百科
1C95BD8A ようじゅつ超百科
859CEC30 ガードのすすめ
F29BDCA6 ガードばんざい
6224C137 いやしの天使ちゃん
1523F1A1 さよなら天使ちゃん
75E47844 おじゃま道  
02E348D2 続おじゃま道 
9BEA1968 サポートライフ７月号
ECED29FE サポートライフ特別編
15EB282B ちからのおふだ
8CE27991 ようりょくのおふだ
FBE54907 まもりのおふだ
6581DCA4 すばやさのおふだ
1429421C まず～い漢方 
8D2013A6 にが～い漢方 
FA272330 ふか～い漢方 
166FFC45 みがわり人形 
610CA016 鉄のこけし  
11665499 銅のこけし  
886F0523 銀のこけし  
FF6835B5 金のこけし  
160B9080 プラチナのこけし
AD574F4E 魚良のまきえ 
345E1EF4 スーパー黒みつ
AC952579 ダンシングスター
359C74C3 クジ引き券  
429B4455 ミュージックカード
5B807514 銅の手形   
C5E4E0B7 銀の手形   
B2E3D021 金の手形   
2C874582 怪魔の素   
1A3A13A4 名刀マサムネ 
8333421E 妖刀ムラマサ 
845E8607 神剣クサナギ 
F4347288 大将の魂   
6A50E72B モテウェポン 
1D57D7BD ギガヘルツ玉 
63E6AB00 無双の魂   
9A28735F プラチナインゴット
14E19B96 雪王のマント 
74261273 愛のシャク  
F359B691 白銀のかみどめ
032122E5 親方ダンベル 
734BD66A 邪心のかたまり
ED2F43C9 生命のおしろい
9D45B746 龍神玉    
417DB4E8 暴虐な刀   
367A847E 砂スーツ   
AF73D5C4 神通力水   
D874E552 呪いの日記帳 
48CBF8C3 爆音クラクション
3FCCC855 記憶吸い取り機
0951E636 人魚の宝玉  
69966FD3 愛情おむすび 
7E56D6A0 ボロボロの鈴 
793B12B9 サビれた刀  
E0324303 荒々しい砥石 
97357395 禍々しい砥石 
078A6E04 神々しい砥石 
104AD777 木彫りのクマ 
674DE7E1 金魚のちょうちん
FE44B65B 匠のちょうちん
894386CD 金のしゃちほこ
1727136E たこ焼き器  
602023F8 砂丘の砂   
F9297242 伝統のあみ傘 
8E2E42D4 ハニワ    
1E915F45 真っ赤なハイビスカス
E75F871A いやしの草  
9058B78C くさみの草  
0E3C222F にがみの草  
9A89BF7C 赤コイン   
0380EEC6 黄色コイン  
7487DE50 オレンジコイン
EAE34BF3 桃コイン   
9DE47B65 緑コイン   
04ED2ADF 青コイン   
73EA1A49 紫コイン   
E35507D8 水色コイン  
CB567D2C ５つ星コイン 
5BE960BD スペシャルコイン
2CEE502B どきどきコイン（妖）
4C29D9CE どきどきコイン（怪）
3B2EE958 どきどきコイン（召）
A227B8E2 どきどきコイン（喚）
35F5616A わくわくコイン（花）
67048A0D わくわくコイン（鳥）
1003BA9B わくわくコイン（風）
890AEB21 わくわくコイン（月）
FE0DDBB7 きらきらコイン
60694E14 ご当地コイン（北）
176E7E82 ご当地コイン（東北）
8E672F38 ご当地コイン（関東）
F9601FAE ご当地コイン（中部）
69DF023F ご当地コイン（近畿）
1ED832A9 ご当地コイン（中国）
7E1FBB4C ご当地コイン（四国）
09188BDA ご当地コイン（九州）
9011DA60 ご当地コイン（沖縄）
E716EAF6 あやかしコイン
79727F55 あやかしコイン（猪）
0E754FC3 あやかしコイン（鹿）
977C1E79 あやかしコイン（蝶）
E07B2EEF うきうきコイン
DCFFD1F6 赤コインの欠片
ABF8E160 黄色コインの欠片
32F1B0DA オレンジコインの欠片
45F6804C 桃コインの欠片
D5499DDD 緑コインの欠片
A24EAD4B 青コインの欠片
C28924AE 紫コインの欠片
B58E1438 水色コインの欠片
47874761 赤い箱    
46452D56 ゲートボール 
883C1092 ツチノコの玉 
-特殊アイテムID       
1D9A6BF0 妖怪ウォッチ・零式
36B73833 ふしぎな時計 
41B008A5 ふしぎな時計 
A165E1BB 妖怪大辞典  
4806448E 虫あみ    
D10F1534 釣りざお   
A60825A2 博物館のチケット
5670B1D6 そよかぜの自転車
CF79E06C はるかぜの自転車
8755B2B2 夕焼けの自転車
F0528224 海原の自転車 
60ED9FB5 お花見の自転車
17EAAF23 若葉の自転車 
772D26C6 わた雲の自転車
002A1650 おひさまの自転車
992347EA みわくの自転車
EE24777C くらやみの自転車
7040E2DF 黄金の自転車 
0747D249 夕焼けの自転車
9E4E83F3 海原の自転車 
E949B365 お花見の自転車
79F6AEF4 若葉の自転車 
0EF19E62 わた雲の自転車
F0B53A09 おひさまの自転車
87B20A9F みわくの自転車
1EBB5B25 くらやみの自転車
69BC6BB3 黄金の自転車 
93538339 エラベールコイン
21778140 超エラベールコイン
943E4720 １日乗車券  
7A30260C らくらくフリーパス
1341E3C2 スタンプラリーの台紙
B87ED0FA 宿題ドリル  
261A4559 すご～い漢方 
511D75CF 匠のネジ回し 
C8142475 元祖まんじゅう
BF1314E3 本家まんじゅう
2FAC0972 おばあちゃん家メモ
58AB39E4 校内のカギ  
8A48B278 コマさんの手紙
142C27DB もんげ～鈴  
632B174D ヤバネロ   
FA2246F7 セイコーン時計
8D257661 ふしぎなビー玉
6A9D5B66 セキカトケール
5C007505 牛乳ビンのフタ
2B074593 ガッツ仮面メンコ
E454B3AF 小屋のカギ  
0D37169A メガウォッチ 
3F017418 ホース    
0A5AD283 屋敷のカギ　裏口
6446D354 屋敷のカギ　大
FD4F82EE 屋敷のカギ　小
E33977B6 妖魔界へのカギ
04815AB1 廃屋のカギ  
77CA9EEB あやかしのカギ（猪）
E775837A あやかしのカギ（鹿）
73866A27 あやかしのカギ（蝶）
7D5DE215 親方の油   
C264E0A6 ニャーＫＢの生写真@
52DBFD37 ニャーＫＢの生写真A
25DCCDA1 ニャーＫＢの生写真B
451B4444 ニャーＫＢの生写真C
321C74D2 ニャーＫＢの生写真D
AB152568 ニャーＫＢの生写真E
DC1215FE ニャーＫＢの生写真F
4276805D ニャーＫＢの生写真G
3571B0CB ニャーＫＢの生写真H
AC78E171 ニャーＫＢの生写真I
DB7FD1E7 ケツプリドラゴン
4BC0CC76 Ｃ‐３０２号室のカギ
3CC7FCE0 Ａ‐２０１号室のカギ
6E361787 Ａ‐２０３号室のカギ
19312711 Ｂ‐１０２号室のカギ
803876AB Ｂ‐２０４号室のカギ
F73F463D Ｂ‐３０１号室のカギ
695BD39E Ｃ‐１０１号室のカギ
1E5CE308 Ｃ‐３０３号室のカギ
F7D8FE10 怪獣映画のポスター
80DFCE86 ロックスターの衣装
19D69F3C ヒーローの看板
6ED1AFAA 白黒アニメのフィルム
FE6EB23B カレーの看板 
896982AD 大女優の衣装 
E9AE0B48 ラッコちゃん 
9EA93BDE ヨカコーラの瓶
07A06A64 アヒルのおまる
70A75AF2 カメカメラの人形
EEC3CF51 ニャイーンの巻物
99C4FFC7 コマニャチの巻物
00CDAE7D ニョエーの巻物
F7D7E7F2 天地まんじゅう
6EDEB648 大事な忘れもの
87BD137D どんどろの素 
F0BA23EB 赤いカードキー
69B37251 青いカードキー
1EB442C7 ゴールドカードキー
8E0B5F56 ゴツいベルト 
F90C6FC0 なまくらガタナ
99CBE625 レトロでキレイなおもちゃ
EECCD6B3 レトロでふるびたおもちゃ
77C58709 お宝の地図  
00C2B79F びしょびしょの地図
9EA6223C しわくちゃの地図
E9A112AA シミつきの地図
70A84310 新たなるお宝の地図
07AF7386 新たなるお宝のカギ
97106E17 最後のお宝の地図
E0175E81 なぞのハンドル
B2E6B5E6 白黒カメラ  
C5E18570 昔の小学校の写真
5CE8D4CA 花道商店街の写真
2BEFE45C ヒョッシーの写真
B58B71FF ニャーＫＢのサイン
C28C4169 おてせい手ぬぐい
E562481C ウバウネのクシ
7C6B19A6 ダンスダンス革命
0B6C2930 妖魔特急パス 
9508BC93 ゲラゲランドの入場券
E20F8C05 ごくらく温泉の入場券
7B06DDBF きもだ飯の入場券
0C01ED29 天ノ湯のお札 
9CBEF0B8 山ノ湯のお札 
EBB9C02E 丘ノ湯のお札 
8B7E49CB 道ノ湯のお札 
FC79795D 森ノ湯のお札 
657028E7 福ノ湯のお札 
12771871 富ノ湯のお札 
8C138DD2 ダークベルト 
FB14BD44 ダークマント 
621DECFE ブレーキハンドル
151ADC68 ふくふく超特急パス
85A5C1F9 福ガシャコイン
F2A2F16F ガッツの紋章 
A0531A08 だいじなアイテム２０
D7542A9E だいじなアイテム２１
4E5D7B24 だいじなアイテム２２
395A4BB2 だいじなアイテム２３
A73EDE11 だいじなアイテム２４
D039EE87 だいじなアイテム２５
D0CD7F03 メロンの種  
A7CA4F95 ミカンの種  
37755204 キウイの種  
40726292 ブドウの種  
20B5EB77 イチゴの種  
57B2DBE1 スイカの種  
CEBB8A5B ノガッパの歯車
B9BCBACD コマさんの歯車
27D82F6E ひも爺の歯車 
50DF1FF8 じんめん犬の歯車
C9D64E42 ツチノコの歯車
BED17ED4 りゅーくんの歯車
2E6E6345 Ｆ型の鈴   
596953D3 ハートの鈴  
0B98B8B4 トラの鈴   
7C9F8822 王国の鈴   
E596D998 ジェットな鈴 
9291E90E 地縛霊のふろしき
0CF57CAD 思い出のフタ 
-虫ID            
D03E27FE ミンミンゼミ 
6882409B ミンミンゼミ★
49377644 アブラゼミ  
F18B1121 アブラゼミ★ 
6577E19E ツクツクボウシ
DDCB86FB ツクツクボウシ★
FC7EB024 ニイニイゼミ 
44C2D741 ニイニイゼミ★
3E3046D2 ヒグラシ   
868C21B7 ヒグラシ★  
8B7980B2 クマゼミ   
33C5E7D7 クマゼミ★  
4E5AB25D ノコギリクワガタ
F6E6D538 ノコギリクワガタ★
332D4618 ヒラタクワガタ
8B91217D ヒラタクワガタ★
151D1511 ミヤマクワガタ
ADA17274 ミヤマクワガタ★
D753E3E7 オオクワガタ 
6FEF8482 オオクワガタ★
A054D371 カブトムシ  
18E8B414 カブトムシ★ 
8C1444AB モンシロチョウ
34A823CE モンシロチョウ★
C92516BF アゲハチョウ 
719971DA アゲハチョウ★
7B0114C6 カラスアゲハ 
C3BD73A3 カラスアゲハ★
2046B38A オオムラサキ 
98FAD4EF オオムラサキ★
DA4EE32D シオカラトンボ
62F28448 シオカラトンボ★
AD49D3BB ギンヤンマ  
15F5B4DE ギンヤンマ★ 
B0F9AE1B オニヤンマ  
0845C97E オニヤンマ★ 
BE222629 ホタル    
069E414C ホタル★   
B94FE230 テントウムシ 
01F38555 テントウムシ★
395D82CB ショウリョウバッタ
81E1E5AE ショウリョウバッタ★
5741831C イナゴ    
EFFDE479 イナゴ★   
DEE5AFCC トノサマバッタ
6659C8A9 トノサマバッタ★
9262B1F3 コオロギ   
2ADED696 コオロギ★  
7C6CD0DF スズムシ   
C4D0B7BA スズムシ★  
0C062450 キリギリス  
B4BA4335 キリギリス★ 
5D3147CF ハラビロカマキリ
E58D20AA ハラビロカマキリ★
A9E29F5A オオカマキリ 
115EF83F オオカマキリ★
502C4705 ゴマダラカミキリ
E8902060 ゴマダラカミキリ★
CD8E5A5E ナナフシ   
